DOW Number,Name,Area (ha),LakeMaxDepth (m),MeanDepth (m),GeometryRatio,Cisco
18024200,"MISSION, UPPER",330.7,10.9,,3.88,Yes
18024300,"MISSION, LOWER",282.5,8.2,,4.98,Yes
18024700,FLANDERS,24.2,4.8,,4.55,No
18025100,SANDBAR,359.5,17,,2.55,No
18025200,YOUNG,23,6.4,,3.42,No
18025400,"BASS, LITTLE",37.2,14.9,,1.65,No
18025600,BASS,125.1,7.3,,4.57,No
18025700,,,,,,No
18025900,BONNIE,25.5,12.8,,1.75,No
18026100,"PINE, BIG",157.8,5.4,,6.46,No
18026600,LITTLE PINE,156.6,10.9,,3.22,Yes
18026900,ISLAND-LOON,71.2,23.1,,1.25,Yes
18027100,DAGGETT,91,7,,4.4,Yes
18027300,UNNAMED,15.3,7,,2.82,No
18027800,PLEASANT,8.6,21,9.021639744,0.81,No
18028200,ROCK,18.2,3.9,,5.21,No
18028400,VELVET,63.5,8.8,,3.19,No
18028700,GREER,142.9,10.9,,3.15,No
18028800,OX,96.3,22.5,,1.38,No
18029300,KEGO,110.1,6,,5.31,No
18029400,MITCHELL,177.7,23.7,,1.53,Yes
18029500,PIKE,8.9,10.6,,1.61,No
18029600,EAGLE,144.9,10.9,,3.16,Yes
18029700,"FOX, WEST",191,16.7,,2.21,Yes
18029800,"FOX, EAST",96.7,19.8,,1.58,Yes
18029900,SAND,38.4,3.6,,6.8,No
18030200,"OX, LITTLE",16.1,21.9,,0.91,No
18030500,EDWARD,822.6,22.8,,2.34,Yes
18030600,BASS,175.3,11.5,,3.14,No
18030800,PELICAN,3341.2,31.6,,2.39,Yes
18030900,FAWN,29.5,7.3,,3.18,No
18031000,WHITEFISH,2983.8,42,,1.75,Yes
18031100,RUSH-HEN,360.7,32,,1.36,Yes
18031200,CROSS,708.9,25.6,,2.01,Yes
18031500,BIG TROUT,543.3,39,15.84882658,1.23,Yes
18031900,BASS,52.2,13.4,,2,No
18032000,GILBERT,149.3,13.7,,2.54,No
18032300,SORENSON,29.5,14,,1.66,No
18033500,MOLLIE,109.3,2.1,,15.15,No
18033800,GLADSTONE,164.7,10.9,,3.26,No
18034000,"HUBERT, LITTLE",113.7,12.4,2.438281012,2.61,No
18034200,LOUGEE,87.8,16.1,,1.89,No
18034300,MARKEE,42.9,10,,2.54,No
18035100,"PELICAN, LITTLE",114.5,10.3,,3.15,No
18035200,OSSAWINAMAKEE,260.7,19.2,,2.09,Yes
18035400,PIG,77.3,17,,1.73,Yes
18035500,BERTHA,135.2,19.5,,1.74,Yes
18035600,CLAMSHELL,76.5,13.4,,2.2,Yes
18035700,"ROUND, LITTLE",8,6.7,,2.51,No
18035800,BASS,46.9,14.3,,1.82,Yes
18035900,STAR,51,25.2,,1.05,Yes
18036000,"STAR, LITTLE",20.2,9.1,,2.31,Yes
18036100,KIMBALL,76.9,23.4,,1.26,Yes
18036200,GRASS,17.8,12.1,,1.68,No
18036300,STRAWBERRY,6.4,12.4,,1.27,No
18036400,CLEAR,89,19.2,,1.59,Yes
18036500,ISLAND,25.5,7.3,,3.07,No
18036600,ARROWHEAD,124.6,3.9,,8.43,No
18036700,STEWART,97.1,12.1,,2.57,No
18037100,PERCH,109.3,12.1,,2.65,No
18037200,"LONG, NORTH",2428.3,29.5,,2.37,Yes
18037300,ROUND,665.5,15.5,,3.26,Yes
18037400,CLARK,138.8,9.4,,3.63,No
18037500,HUBERT,523.8,25.2,,1.89,Yes
18037600,"CULLEN, UPPER",176.1,12.1,,2.98,Yes
18037700,"CULLEN, MIDDLE",154.6,14.6,,2.41,Yes
18037800,LOWER HAY,277.3,30.4,,1.33,Yes
18037900,WHITE SAND,148.9,8.2,,4.24,No
18038600,RED SAND,203.2,7,,5.38,No
18038700,WHIPPLE,165.9,7.6,,4.71,No
18038800,LOVE,31.5,8.2,,2.88,No
18039200,HARTLEY,52.2,6,,4.41,No
18039600,EDNA,61.9,19.2,,1.46,Yes
18039700,FAWN,24.2,12.1,,1.82,Yes
18039800,ROY,109.7,7.9,,4.08,Yes
18039900,NISSWA,83.8,7,,4.31,Yes
18040200,BASS,14.1,5.4,,3.53,No
18040300,"CULLEN, LOWER",207.2,11.8,,3.19,Yes
18040400,SIBLEY,169.2,12.1,,2.95,No
18040700,"TWIN, EAST",59.1,13.7,,2.02,No
18040800,MAYO,62.7,6.7,,4.19,No
18040900,"TWIN, WEST",47.3,12.8,,2.04,No
18041100,NELSON,34.8,19.8,9.448338921,1.22,No
18041200,"HAY, UPPER",235.2,12.8,,3.05,No
18041500,JAIL,68.8,6.7,,4.29,No
18041600,LIZZIE,149.7,3.9,,8.82,No
18043700,PORTSMOUTH PIT,48.9,120.3,,0.21,No
18043900,PENNINGTON PIT,23,78.9,,0.27,No
18044000,MAHNOMEN PIT,108,160,,0.2,No
18044100,HUNTINGTON,40.4,78.6,,0.32,No
18052000,,,,,,No
18052300,SAGAMORE MINE,127.1,64,19.32337702,0.52,No
18052400,SNOWSHOE MINE,3.2,25.9,,0.51,No
18062100,"EAGLE, LITTLE",5.2,12.4,,1.21,No
18074000,MALLEN MINE PIT,2,28.9,,0.41,No
19000300,REBECCA,31.2,4.5,,5.17,No
19000500,,,,,,No
19000501,SPRING,744.5,5.1,,10.08,No
19000600,BYLLESBY,580.9,15.2,,3.22,No
19002000,CHUB,110.9,3,,10.64,No
19002100,ALIMAGNET,36.1,3.5,,6.99,No
19002400,WOOD PARK POND,3.6,4.2,,3.23,No
19002500,KELLER,20.6,2.1,,9.99,No
19002600,MARION,226.7,6.4,,6.06,No
19002700,CRYSTAL,113.3,11.2,,2.89,No
19002900,LEE,8.9,4.2,,4.04,No
19003100,ORCHARD,94.7,10,,3.1,No
19003700,SIMLEY,5.8,5.1,,2.99,No
19004100,MARCOTT,7.6,8.2,,2.02,No
19004800,Thompson,4,2.4,,5.81,No
19005500,Lemay,14.9,4.7,,4.16,No
19005700,FISH,11.6,10.2,2.52971655,1.8,No
19005900,Blackhawk,21.8,3.6,,5.91,No
19006300,SCHWANZ,5.2,3.6,,4.14,No
19006500,HOLLAND,13.1,16.7,,1.13,No
19006600,Quigley,4.5,5.7,3.626943005,2.52,No
19007900,PICKEREL,36.7,3.3,,7.34,No
19008000,ROGERS,40.1,2.4,,10.32,No
19009100,MARTHALER POND,1.6,1.6,,6.72,No
19012800,SNELLNG GRVL PT,9.7,13.1,,1.34,No
19015300,Unnamed,2.9,9.1,,1.43,No
19034800,VALLEY,2.8,3.3,,3.87,No
19044600,LACLAVON,22.2,9.7,,2.22,No
19045100,Sunset Pond,24.2,3.2,0.914355379,6.93,No
20001300,NAYLOR POND,2.4,4.5,,2.73,No
21001600,SMITH,232.7,9.1,4.571776897,4.27,No
21003400,SPRUCE CENTER,9.7,3.6,,4.82,No
21004100,UNION,42.1,13.7,4.266991771,1.85,No
21004900,BURGEN,74.4,13.1,9.448338921,2.24,Yes
21005100,HENRY,64.3,9.7,3.962206644,2.9,No
21005200,GENEVA,255.4,19.2,7.314843036,2.08,Yes
21005300,AGNES,55.4,9.4,3.657421518,2.88,No
21005400,VICTORIA,169.6,18.2,9.753124048,1.97,Yes
21005500,JESSIE,42.5,7.9,3.352636391,3.22,Yes
21005600,LE HOMME DIEU,706,25.9,5.790917403,1.98,Yes
21005700,CARLOS,1020.2,49.6,15.23925632,1.13,No
21005800,HIDDEN,4,5.4,,2.58,No
21007300,VERMONT,125.1,17.9,3.657421518,1.85,No
21007600,IRENE,255,13.4,6.034745504,2.97,Yes
21007900,MAPLE,329.9,23.7,4.907040536,1.79,No
21008000,DARLING,386.2,18.8,,2.34,Yes
21008100,WINONA,76.9,2.7,1.523925632,10.79,No
21008300,MILTONA,2363.5,32,,2.17,Yes
21008500,ANDREW,382.9,25.2,8.838768668,1.74,Yes
21009000,TURTLE,89,6.4,2.133495885,4.79,No
21009200,MARY,959.9,12.1,5.18134715,4.56,Yes
21009400,LOUISE,88.6,10,5.486132277,3.05,Yes
21009500,UNION,47.3,12.8,1.523925632,2.04,Yes
21010100,STONEY,35.2,17.6,3.047851265,1.37,Yes
21010200,BROPHY,117,13.4,,2.45,Yes
21010300,COWDRY,96.3,15.8,7.619628162,1.97,Yes
21010500,LOTTIE,19.8,9.4,1.828710759,2.23,Yes
21010600,LATOKA,314.1,32.9,12.80097531,1.27,Yes
21010800,MINA,171.6,37.4,8.533983542,0.96,Yes
21011100,COOK,38.4,15.2,3.047851265,1.63,No
21012300,IDA,1736.4,32.3,8.533983542,1.99,Yes
21013600,INDIAN,30.7,11.5,,2.03,No
21014000,POCKET,111.3,12.1,4.571776897,2.66,No
21014400,LOBSTER,529.5,19.8,4.571776897,2.42,Yes
21014500,"CHIPPEWA, BIG",480.1,28.9,7.314843036,1.61,Yes
21015000,GRANTS,69.2,18.2,7.619628162,1.57,No
21015100,BLACKWELL,122.6,12.8,3.047851265,2.59,No
21016000,RACHEL,200.8,19.8,9.143553795,1.9,Yes
21016200,FREEBORN,97.5,5.4,3.657421518,5.72,No
21018000,MILL,186.6,12.1,6.09570253,3.03,Yes
21018900,GILBERT,82.5,5.1,2.438281012,5.81,No
21019700,ROUND,26.7,9.1,4.266991771,2.48,No
21019900,CROOKED,61.9,10.6,3.352636391,2.62,No
21020400,GRILL,23.4,3.3,2.133495885,6.56,No
21021200,"CHIPPEWA, L.",109.3,7.3,4.571776897,4.42,No
21021300,DEVILS,89.4,10.6,3.657421518,2.88,No
21021600,WHISKEY,63.9,14,3.657421518,2.01,No
21022600,MOON,50.2,11.5,5.790917403,2.29,No
21024200,AARON,220.6,4.8,2.743066138,7.9,No
21024500,MOSES,332.7,9.7,4.876562024,4.37,No
21025700,OSCAR,421,7.6,3.962206644,5.94,No
21026400,STOWE,148.1,4.2,3.047851265,8.17,No
21029100,RED ROCK,286.6,6.7,2.773544651,6.13,No
21034300,LONG,88.2,5.4,2.590673575,5.58,No
21035300,ANKA,56.2,3,,8.98,No
21035500,INA,81.7,14.6,,2.05,No
21037500,CHRISTINA,1610.5,4.2,1.371533069,14.84,No
21055100,MUD,35.6,15.8,,1.54,No
22000700,RICE,107.6,1.2,,26.42,No
22007400,BASS,82.1,6,,4.93,No
22008800,GUCKEEN,11.3,6.4,,2.86,No
23000100,Unnamed,2.3,3,1.676318196,4.06,No
24001400,Albert Lea,1074.4,1.6,1.066747943,34.15,No
24001500,GENEVA,896.3,1.5,0.914355379,35.9,No
24001800,FOUNTAIN,216.1,4.2,,8.98,No
24002500,PICKERAL,251,1.8,1.066747943,21.76,No
24002800,Bear,621.8,1.8,0.914355379,27.3,No
24004300,MORIN,8.5,2.1,,8,No
24004400,FREEBORN,860.7,2.1,,25.38,No
25000100,PEPIN,10145.7,18.2,6.400487656,5.48,No
25000300,FRONTENAC,13.7,1.5,,12.63,No
25000500,GOOSE,63.5,1.7,,16.25,No
25001000,,,,,,No
25001700,,,,,,No
25001701,,,,,,No
25001900,CLEAR LAKE,80.1,2.1,,14.02,No
25003800,RED WING POND,3.2,3.9,,3.38,No
26000200,PELICAN,1591.9,6.4,3.047851265,9.86,No
26002000,THOMPSON,60.7,6.7,4.876562024,4.16,No
26004000,ELK,76.9,8.8,4.571776897,3.35,No
26004600,"ELK, LOWER",61.5,4.8,3.657421518,5.74,No
26009500,BARRETT,220.2,8.5,2.590673575,4.51,No
26009700,POMME DE TERRE,711.7,7,3.047851265,7.36,No
26014200,WORM,139.6,1.5,,22.55,No
26018500,COTTONWOOD,98.3,4.8,3.078329778,6.45,No
26020400,GRAHAM,53,2.1,,12.64,No
26023500,MUSTINKA,36.8,3,1.219140506,8.08,No
26028200,LIGHTNING,202.4,3.3,2.133495885,11.25,No
27000100,SNELLING,41.7,2.8,,8.77,No
27000400,LOWER PENN,12.5,2.1,,8.82,No
27001400,POWDERHORN,4.8,6.7,,2.21,No
27001600,HARRIET,135.6,26.5,8.838768668,1.28,No
27001800,HIAWATHA,21.6,10,,2.14,No
27001900,NOKOMIS,82.5,10,,2.99,No
27002200,Diamond,46.5,1.7,0.975312405,14.77,No
27003100,CALHOUN,162.3,24.9,9.143553795,1.42,No
27003400,CRYSTAL,31.5,11.8,2.98689424,1.99,No
27003501,SWEENEY,26.7,8.5,,2.66,No
27003502,SWEENEY TWIN,7.6,17,,0.97,No
27003700,WIRTH,15.3,7.6,,2.59,No
27003800,BROWNIE,4.9,14.3,,1.04,No
27003900,CEDAR,68.4,15.5,,1.85,No
27004000,LAKE OF THE ISLES,44.1,9.4,,2.72,No
27004200,TWIN,85.8,13.4,,2.26,No
27004500,Arrowhead,8.9,2.1,,8.09,No
27004700,BUSH,69.7,8.5,,3.38,No
27004800,HYLAND,34.1,3.6,1.523925632,6.61,No
27005800,RYAN,7.6,10.9,,1.51,No
27006100,CHAMPLIN MILL POND,13.7,3.3,1.219140506,5.74,No
27006200,ANDERSON,33.1,2.7,,8.75,No
27006700,BRYANT,65.1,13.7,,2.07,No
27007000,MITCHELL,45.3,5.7,,4.48,No
27007100,ROUND,13.3,11.2,,1.69,No
27007400,IDLEWILD,6,2.7,,5.72,No
27007600,RED ROCK,37.2,4.8,,5.06,No
27007800,STARRING,62.7,4.8,,5.77,No
27008100,BIRCH ISLAND,17.4,5.1,,3.94,No
27008500,LIBBS,9.3,2.4,1.523925632,7.16,No
27008800,MINNETOGA,6,8.2,,1.9,No
27008900,SHADY OAK,34.4,10.6,,2.27,No
27009300,GLEN,39.6,7.6,,3.29,No
27009400,LONE,8.9,8.2,,2.09,No
27009500,GLEASON,57.4,4.8,,5.64,No
27009800,BASS,70.4,9.4,,3.06,No
27010000,POMERLEAU,12.1,7.9,2.743066138,2.35,No
27010200,SMITH,14.9,7.6,,2.58,No
27010300,LOST,8,1.8,,9.22,No
27010400,MEDICINE,358.7,14.9,,2.91,No
27010700,PARKERS,39.3,11.2,3.657421518,2.22,No
27011101,EAGLE,117.9,10.3,3.261200853,3.18,No
27011102,PIKE,23.3,6.7,2.612008534,3.27,No
27011600,RICE,127.1,3.5,,9.58,No
27011700,WEAVER,60.4,17.3,6.309052118,1.6,No
27011800,FISH,90.2,14.6,,2.1,No
27012500,DIAMOND,164.3,2.4,,14.68,No
27013300,MINNETONKA,5669.6,34.4,9.143553795,2.51,No
27013400,MOONEY,47.7,3,,8.62,No
27013700,CHRISTMAS,104,26.5,,1.2,No
27013800,PEAVEY,3.6,19.2,,0.71,No
27013900,FOREST,34,12.8,,1.88,No
27014100,TANAGER,21.8,7,,3.08,No
27014700,PETER,18.6,20.7,,1,No
27014800,WINTERHALTER,5.2,8.2,,1.84,No
27014900,SPURZEM,28.3,11.5,,1.99,No
27015100,SCHOOL,4.4,6.4,,2.26,No
27015200,HALF MOON,11.6,7.6,,2.42,No
27015300,ARDMORE,4,6,,2.32,No
27015700,WOLSFELD,13.7,7.9,3.047851265,2.43,No
27015800,HOLY NAME,26.3,2.1,,10.61,No
27015900,LYDIARD,13.2,15.8,2.133495885,1.2,No
27016000,LONG,105.6,10,,3.18,No
27016100,DICKEY'S,4.8,7.9,,1.87,No
27016500,JUBERT,25.9,12.4,,1.8,No
27017600,INDEPENDENCE,341.7,17.6,,2.43,No
27017900,"LONG, LITTLE",43.8,23.1,,1.11,No
27018100,Dutch,64.5,13.7,,2.06,No
27018200,LANGDON,58.2,11.5,,2.38,No
27018400,WHALETAIL,225.9,7.6,,5.08,No
27018700,HAUGHEY,19.4,7,,2.99,No
27019100,SARAH,232.3,17.9,,2.17,No
27019200,REBECCA,102.8,9.1,,3.48,No
27019600,SCHANDELL,16.5,8.8,,2.28,No
27019900,HAFTEN,17.4,13.4,3.657421518,1.52,No
27025600,BOUNDARY CREEK,4.4,2.4,,5.95,No
27063800,Unnamed,0.4,0.7,,10.46,No
27065500,Loring,3,4.8,,2.71,No
27066400,Wolfe Park,1.2,6,,1.72,No
27068300,TAFT,5,13.7,,1.09,No
27069300,HIDDEN,3.6,8.5,,1.61,No
27104500,MT. NORMANDALE,41.7,3.6,,6.94,No
27107800,Smith Pond,3.4,4.8,,2.8,No
27108500,Unnamed,1.8,4.4,,2.64,No
27111800,Webber,0.8,1.2,,7.78,No
28003100,"FORK, SOUTH",12.1,4.5,,4.08,No
28003200,SHAMROCK,3.2,4.5,,2.93,No
29000200,MOW,40.4,10.3,,2.43,No
29000300,NAGEL,27.9,19.8,,1.16,No
29000500,TRIPP,58.7,19.8,,1.39,Yes
29000700,ISLAND,31.5,14,,1.69,No
29001500,WILLIAMS,41.2,10.3,,2.44,No
29001700,HAM,72,6.7,2.133495885,4.34,No
29002500,"CROW WING, 9TH",91.9,19.8,5.18134715,1.56,Yes
29003200,BIG BASS LAKE,50.2,18.2,,1.45,No
29003400,,,,,,No
29003600,"CROW WING, 11TH",319.8,24.3,9.753124048,1.73,Yes
29004300,SHINGOBEE,64.7,12.1,,2.32,Yes
29004500,"CROW WING, 10TH",70,12.1,3.657421518,2.37,Yes
29004800,BENEDICT,178.1,27.7,12.49619019,1.31,Yes
29005900,MIRAGE,102.4,15.8,,2,No
29006100,GARFIELD,396.3,9.7,4.571776897,4.57,No
29006300,HART,90.6,3.9,,7.78,No
29006600,MIDGE,210.9,7.3,,5.2,No
29007100,GRACE,359.1,12.8,5.18134715,3.4,No
29007200,"CROW WING, 8TH",199.1,9.1,6.400487656,4.1,Yes
29007300,OWL,34.4,7.9,,3.05,No
29007400,INDIAN,19.8,10.9,,1.92,No
29007500,KABEKONA,911.7,40.5,16.1536117,1.35,Yes
29007700,"CROW WING, 3RD",260.3,10.6,3.657421518,3.76,Yes
29007800,"CROW WING, 4TH",193.9,3,1.523925632,12.24,No
29008500,"CROW WING, 2ND",73.2,10.6,4.266991771,2.74,Yes
29008600,"CROW WING, 1ST",212.9,4.5,1.219140506,8.35,Yes
29008700,PALMER,57.4,6.4,,4.3,No
29008800,"ISLAND, LITTLE",85.8,9.7,2.438281012,3.12,No
29009000,DEER,62.7,2.7,1.523925632,10.26,No
29009100,"CROW WING, 7TH",102.8,12.8,4.876562024,2.48,Yes
29009200,"CROW WING, 5TH",158.7,10.6,,3.32,Yes
29009300,"CROW WING, 6TH",129.5,12.1,4.571776897,2.76,Yes
29009800,WABOOSE,69.6,9.7,,2.96,No
29010101,"CROOKED, EAST",147.7,29.2,,1.19,Yes
29010102,"CROOKED, MIDDLE",119,10,,3.28,No
29010103,"CROOKED, WEST",112.9,15.2,,2.13,No
29010600,,,,,,No
29011000,OJIBWAY,118.2,10.3,,3.18,No
29011700,SPIDER,220.2,29.2,,1.31,Yes
29012100,Giles,6.5,6,,2.62,No
29012300,GULCH #2,5.2,12.4,,1.21,No
29012600,GILLETTE,11.3,14.9,,1.22,No
29012700,CRAPPIE,6,22.2,,0.7,No
29012900,ROBERTSON,7.2,11.5,,1.41,No
29013000,TWENTY ONE,11.3,15.6,,1.16,No
29013100,NELSON,13.3,5.9,,3.21,No
29014200,DUCK,131.9,7,4.266991771,4.83,No
29014300,"STONEY, BIG",129.1,7.3,3.047851265,4.6,No
29014600,BELLE TAINE,479.7,17,3.047851265,2.74,No
29014800,"BOTTLE, UPPER",188.2,16.7,,2.2,Yes
29015000,"SAND, LITTLE",156.2,24.3,6.705272783,1.45,Yes
29015100,MANTRAP,629.9,20.7,5.18134715,2.41,Yes
29015600,PLANTAGENET,1023.8,19.8,7.619628162,2.85,Yes
29015700,"TWIN, NORTH",91,3.6,1.828710759,8.44,No
29016100,LONG,799.1,41.1,9.448338921,1.29,Yes
29016200,BOULDER,145.7,8.5,,4.07,No
29016400,SWEITZER,37.6,3,,8.12,No
29016600,IVANS,9.7,10.6,,1.65,No
29016900,PEYSENSKI,78.9,4.2,,6.98,No
29017000,IDA,30.7,12.1,,1.93,No
29017100,,,,,,No
29017200,STOCKING,35.6,7.6,,3.2,No
29017800,PICKEREL,125.9,7.9,1.828710759,4.22,No
29018000,"BOTTLE, LOWER",263.9,33.5,,1.2,Yes
29018400,BLUE,131.1,25.6,13.41054557,1.32,Yes
29018500,"SAND, BIG",671.6,41.1,,1.23,Yes
29018600,EMMA,31.1,15.2,,1.55,Yes
29018700,DEADHORSE,15.7,2.7,1.523925632,7.26,No
29018800,GILMORE,36.8,16.4,,1.49,No
29019000,THOMAS,36.4,15.2,,1.61,No
29020800,BAD AXE,109.7,11.8,5.790917403,2.72,Yes
29021200,SKUNK,80.1,16.7,3.047851265,1.78,No
29021500,SCHOOLCRAFT,46.9,11.2,4.571776897,2.32,No
29021600,GEORGE,323,8.8,,4.79,Yes
29021700,PAINE,104.8,1.8,,17.49,No
29022000,HALVERSON,8.9,9.7,,1.77,No
29022700,EVERGREEN,80.9,11.5,,2.59,No
29023100,TWENTY,16.1,7.3,,2.74,No
29023400,MINNIE,30.7,4.8,,4.82,No
29023700,NEWMAN,15.7,19.2,,1.03,Yes
29023900,SPEARHEAD,69.6,24.6,,1.17,Yes
29024100,FRONTENAC,82.5,4.8,,6.18,Yes
29024200,FISHHOOK,660.7,23.1,7.924413289,2.18,Yes
29024300,POTATO,850.2,26.5,,2.03,Yes
29024600,HENNEPIN,164.7,4.2,,8.39,No
29024700,MORAN,38.4,4.5,,5.44,No
29024800,LORD,21,9.7,,2.19,No
29024900,HINDS,119,10.9,4.876562024,3.01,Yes
29025000,PORTAGE,166.8,5.1,3.047851265,6.93,No
29025400,ISLAND,220.2,19.8,6.400487656,1.94,Yes
29025600,EAGLE,166.3,23.4,6.400487656,1.53,Yes
29027500,BLACKSMITH,14.9,13.7,,1.43,No
29027700,COON,32.3,21,,1.13,No
29028600,ALICE,48.9,6.4,,4.13,No
29028900,Mary,22.5,12.4,,1.74,No
29029200,BEAUTY,21.8,16.1,,1.33,No
29030000,HATTIE,104.8,11.8,,2.69,Yes
29030900,"LASALLE, LOWER",89.4,64.9,24.68759525,0.47,Yes
29031200,CEDAR,39.4,7.9,,3.16,No
29031300,"MANTRAP, LITTLE",140.8,16.4,4.266991771,2.09,No
30000900,TYPO,119.4,1.8,,18.07,No
30002000,KRANS,17,9.4,,2.14,No
30002200,SKOGMAN,91.5,10.9,3.230722341,2.81,No
30003500,FLORENCE,57,7.9,,3.46,No
30003600,ELMS,21.4,7.9,,2.71,No
30004300,FANNIE,148.1,10,,3.46,No
30004400,Little Stanchfield,55.8,3.6,1.158183481,7.47,No
30005600,LONG,36.4,4.2,,5.75,No
30006200,ADAMS,4.7,14.3,4.571776897,1.02,No
30007200,LONG,157.8,4.5,1.523925632,7.75,No
30008000,FRANCIS,121.8,2.1,1.219140506,15.57,No
30009600,LORY,85.8,6.4,,4.75,No
30010700,BLUE,125.1,9.4,,3.53,No
30011400,BAXTER,31.5,3,1.219140506,7.77,No
30013500,SPECTACLE,97,15.6,2.621152088,1.99,No
30013600,GREEN,324.6,8.5,,4.97,No
30013800,STANCHFIELD,161.1,5.1,,6.87,No
30014300,STANCHFIELD,57.8,3.3,,8.22,No
31000100,LONG,50.2,25.6,,1.03,No
31000300,SOUTH STURGEON,77.7,13.1,,2.26,Yes
31000700,LAKE ON FIVE,25.5,6.7,,3.35,No
31001600,PANCAKE,49.3,10.3,,2.55,No
31001700,BENGAL,19.4,16.4,,1.27,No
31002000,HART,131.5,16.7,,2.02,Yes
31002200,"ISLAND, L.",44.1,13.7,,1.87,No
31002300,HELEN,66.3,10,4.571776897,2.83,No
31002400,DODE,34,7.6,,3.16,No
31002500,"FOWLER, LITTLE",12.1,7.6,,2.45,No
31002600,TWIN,53.8,10.6,,2.53,No
31002800,BEAUTY,87.8,9.4,,3.24,No
31003100,ACROPOLIS,12.9,2.7,,6.91,No
31003200,O'BRIEN RES.,364.3,19.2,,2.27,No
31004000,UNNAMED (WEST),29.1,7.6,,3.04,No
31004300,LONG,51.8,13.7,,1.95,No
31004700,HORSEHEAD,7.6,12.1,,1.36,No
31004800,LIBBY,44.5,4.5,,5.65,No
31005100,STINGY,153,7.6,,4.61,No
31005200,BOWER,36,10.6,6.09570253,2.29,No
31005800,BEATRICE,49.7,8.8,,3,No
31006700,SWAN,1000.8,19.8,,2.83,Yes
31006900,BUCK,199.1,9.4,,3.97,No
31007000,O'LEARY,53,4.2,,6.32,No
31008200,SAND,47.7,10.9,,2.39,No
31008400,SHALLOW,214.9,25.9,,1.47,Yes
31009300,"SAND, LITTLE",86.2,13.4,,2.27,No
31009600,LEMONADE,26.5,6.4,,3.54,No
31009800,UNNAMED,3.6,8.8,,1.56,No
31010600,OX HIDE,48.9,12.1,,2.17,Yes
31010800,SNOWBALL,59.1,11.5,,2.39,No
31011100,"PANASA, UPPER",70.4,3.9,,7.31,No
31011200,"PANASA, LOWER",102.8,7.6,,4.17,No
31012000,MCCARTHY,44.5,13.7,,1.88,No
31012300,"MCCARTHY, L.",28.3,7.3,3.352636391,3.15,No
31012400,SUCKER,93.1,10.9,6.09570253,2.83,No
31012700,TRESTLE,31.5,14.6,,1.62,No
31013500,"FORK, SOUTH",22.6,6.7,,3.25,No
31013700,KENNEDY,37.3,24.3,,1.01,No
31013900,DOLLAR,20.6,6,,3.49,No
31014000,HARRISON,15.7,8.5,,2.33,No
31014100,SHOAL,115.7,23.4,,1.39,No
31014500,THIRTY,46.1,4.2,,6.1,No
31014700,BRAY,79.3,13.4,,2.22,Yes
31015000,SCOOTY,64.9,22.8,,1.24,No
31015200,WOLF,76.1,1.8,,16.15,No
31015400,HARTLEY,113.7,14.9,6.400487656,2.18,Yes
31015500,HORSEHEAD,30.7,4.8,,4.82,No
31015600,LITTLE BEAR,57.4,10.6,,2.58,No
31015700,BEAR,137.2,4.8,,7.01,No
31015800,THISTLEDEW,128.7,13.7,,2.45,No
31016000,MIRROR,42.5,13.7,,1.86,No
31016200,"MOOSE, LITTLE",30.7,6,,3.86,No
31017100,CRUM,7.2,4.2,,3.85,No
31017400,HERRIGAN,9.7,8.8,,1.99,No
31017500,LONG,30.3,5.4,,4.27,No
31018300,FIVE ISLAND,70.8,10,3.657421518,2.88,Yes
31019000,"TWIN, NORTH",101.2,12.8,,2.47,Yes
31019100,"TWIN, SOUTH",72.4,12.1,,2.39,Yes
31019200,NASHWAUK,58.2,16.1,,1.71,Yes
31019300,CROOKED,169.2,18.2,,1.97,Yes
31019600,POPLAR,39.2,15.2,,1.64,Yes
31019700,BATTLE,80.5,4.5,,6.55,Yes
31019800,Little Cowhorn,67.2,3.6,,7.82,No
31020100,,,,,,No
31020900,CLEAR,40.4,4.8,,5.17,No
31021400,ROUND,51.8,4.8,,5.5,No
31021600,TROUT,765.1,41.1,,1.27,Yes
31021700,ISLAND,24.6,10.6,,2.08,Yes
31021800,SHAMROCK,23.8,16.7,,1.31,Yes
31021900,O'REILLY,81.7,24,,1.24,Yes
31022000,Little O'Reilly,40,12.4,,2.01,No
31022300,"DIAMOND, BIG",49.3,9.4,,2.8,No
31022400,MOONSHINE,7.6,11.5,,1.43,No
31022700,HOLMAN,59.1,19.8,,1.39,No
31023000,BASS,52.2,13.1,,2.05,No
31023100,LAWRENCE,159.9,9.7,,3.64,Yes
31023800,"LAWRENCE, LOWER",61.5,10.3,,2.7,No
31023900,"HANSON, LOWER",33.1,22.8,9.143553795,1.05,Yes
31024000,IMKEY,30.7,20.7,,1.13,No
31024200,MOOSE,25.1,3.3,,6.67,No
31024700,"BALSAM, LOWER",114.5,8.8,,3.7,Yes
31025200,UNNAMED(BARCUS),25.5,4.5,1.523925632,4.91,No
31025500,SNAPTAIL,59.1,21.3,,1.29,Yes
31025800,KING,119.8,7,,4.71,No
31025900,BALSAM,287.4,11.2,,3.65,Yes
31026000,WHITE SWAN,63.9,5.7,3.200243828,4.88,No
31026100,BEAVER,20.2,9.1,,2.31,No
31026500,BLUEBILL,55,4.2,,6.38,No
31026600,LONG,142.9,10.3,,3.33,No
31026601,LONG,133.8,10.3,,3.28,No
31026602,"LONG, LITTLE",10.5,8.8,,2.03,No
