"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"USGS-04045650",45.8686232,-84.7992203,NA,NA
"USGS-04046000",46.1180556,-85.3653694,NA,NA
"USGS-04046300",46.0936023,-85.5917707,NA,NA
"USGS-04046350",45.9724819,-85.8953918,NA,NA
"USGS-04046385",45.9688693,-85.9442843,NA,NA
"USGS-04046400",45.9730332,-86.0295691,NA,NA
"USGS-04046500",46.2055422,-85.7381722,NA,NA
"USGS-04047000",46.2741549,-85.714009,NA,NA
"USGS-04047200",46.2463713,-85.8517925,NA,"12220518"
"USGS-04047500",46.2569262,-85.87235,NA,NA
"USGS-04047980",46.400254,-86.0284819,NA,NA
"USGS-04048000",46.3447017,-85.9501398,NA,"12220490"
"USGS-04048200",46.4652584,-85.9459831,NA,NA
"USGS-04048500",46.2755384,-85.8492947,NA,NA
"USGS-04049000",46.3452527,-86.0509785,NA,NA
"USGS-04049100",46.3449777,-85.99042,NA,NA
"USGS-04049200",46.2852576,-85.9293002,NA,NA
"USGS-04049493",46.2469241,-85.9248524,NA,NA
"USGS-04049500",46.2333129,-85.9279075,NA,NA
"USGS-04050000",46.2313681,-85.9376302,NA,NA
"USGS-04050400",46.2402563,-85.9556872,NA,NA
"USGS-04050500",46.2291452,-85.9556867,NA,NA
"USGS-04051000",46.2288667,-85.9734655,NA,NA
"USGS-04051500",46.223311,-85.9767988,NA,NA
"USGS-04052000",46.345527,-86.1268154,NA,NA
"USGS-04052500",46.3455247,-86.1770956,NA,NA
"USGS-04052510",46.3188608,-86.1184799,NA,NA
"USGS-04052600",46.3160834,-86.1090347,NA,NA
"USGS-04052700",46.3005273,-86.121812,NA,"12222058"
"USGS-04052704",46.296361,-86.1140336,NA,"12222058"
"USGS-04052730",46.2321976,-86.0368028,NA,NA
"USGS-04053000",46.1999769,-86.0001326,NA,NA
"USGS-04053300",46.1835887,-85.9815196,NA,NA
"USGS-04053500",46.3457997,-86.2359873,NA,NA
"USGS-04053520",46.3455224,-86.2254312,NA,NA
"USGS-04053600",46.2894153,-86.1440347,NA,"12222058"
"USGS-04054000",46.1652542,-86.0156877,NA,NA
"USGS-04054200",46.1530326,-85.9990194,NA,NA
"USGS-04054400",46.1749722,-86.1331958,NA,NA
"USGS-04054415",46.3271923,-86.1573712,NA,NA
"USGS-04054420",46.2933035,-86.1584802,NA,"12222058"
"USGS-04054425",46.2888593,-86.152924,NA,"12222058"
"USGS-04054428",46.2769147,-86.1576458,NA,"12222058"
"USGS-04054429",46.2652482,-86.1557004,NA,"12222058"
"USGS-04054430",46.2646925,-86.1587561,NA,"12222058"
"USGS-04054434",46.2452499,-86.1170859,NA,"12222058"
"USGS-04054435",46.2452499,-86.1162525,NA,"12222058"
"USGS-04054440",46.1846949,-86.1165283,NA,"12222058"
"USGS-04054500",46.1110858,-86.0765231,NA,NA
"USGS-04055000",46.0860865,-86.0595765,NA,NA
"USGS-04055300",46.0777533,-86.0565204,NA,NA
"USGS-04055400",46.0327518,-86.1223572,NA,NA
"USGS-04055500",46.3457979,-86.2765439,NA,"12222058"
"USGS-04055900",46.2374598,-86.449042,NA,NA
"USGS-04055920",46.1571898,-86.277648,NA,NA
"USGS-04055930",46.1266372,-86.19931,NA,NA
"USGS-04056000",46.086639,-86.1604172,NA,NA
"USGS-04056500",46.0305286,-86.161249,NA,NA
"USGS-04056650",46.271063,-86.6948762,NA,NA
"USGS-04056670",46.258842,-86.6743205,NA,NA
"USGS-04056690",46.2088456,-86.6195973,NA,NA
"USGS-04056700",46.165792,-86.6268184,NA,NA
"USGS-04056705",46.1599594,-86.6062629,NA,"12221342"
"USGS-04056710",46.1827364,-86.5904302,NA,NA
"USGS-04056713",46.1941256,-86.5495975,NA,NA
"USGS-04056715",46.1905148,-86.542653,NA,NA
"USGS-04056716",46.2966188,-86.6382107,NA,NA
"USGS-04056717",46.2713426,-86.6209878,NA,NA
"USGS-04056719",46.2413453,-86.5651539,NA,NA
"USGS-04056721",46.2171803,-86.539598,NA,NA
"USGS-04056723",46.196626,-86.5284866,NA,NA
"USGS-04056725",46.1844052,-86.490153,NA,NA
"USGS-04056727",46.1866275,-86.4832085,NA,NA
"USGS-04056730",46.1863505,-86.4576524,NA,NA
"USGS-04056733",46.190795,-86.4507079,NA,NA
"USGS-04056738",46.1538533,-86.4054285,NA,NA
"USGS-04056740",46.1277431,-86.4026502,NA,NA
"USGS-04056745",46.1241311,-86.4509845,NA,NA
"USGS-04056747",46.1049657,-86.4257058,NA,NA
"USGS-04056750",46.0902443,-86.4107052,NA,NA
"USGS-04056780",46.0882987,-86.47654,NA,NA
"USGS-04056795",46.0785769,-86.4782065,NA,NA
"USGS-04056800",46.072744,-86.4662617,NA,NA
"USGS-04056890",46.0680226,-86.4307052,NA,NA
"USGS-04056900",46.0044144,-86.3820918,NA,"120055357"
"USGS-04056950",46.9399522,-86.3415539,NA,NA
"USGS-04057000",45.9910823,-86.2882001,NA,NA
"USGS-04057001",45.9777496,-86.27181,NA,NA
"USGS-04057002",45.9785829,-86.2673655,NA,NA
"USGS-04057003",45.9769165,-86.2462535,NA,NA
"USGS-04057004",45.971639,-86.2431974,NA,NA
"USGS-040570044",45.9646947,-86.2479196,NA,NA
"USGS-04057005",45.9516396,-86.2484744,NA,NA
"USGS-04057040",45.9263622,-86.3445867,NA,NA
"USGS-04057050",45.919418,-86.3395862,NA,"12222730"
"USGS-04057052",45.9163626,-86.3390305,NA,"12222730"
"USGS-04057053",45.9088629,-86.3331965,NA,NA
"USGS-04057055",45.9080296,-86.3356966,NA,NA
"USGS-04057058",45.9083074,-86.3320854,NA,"12222730"
"USGS-04057063",45.8380323,-86.3701383,NA,NA
"USGS-04057064",45.84081,-86.3418041,NA,NA
"USGS-04057090",45.8352535,-86.539309,NA,NA
"USGS-04057180",46.0413546,-86.5798716,NA,NA
"USGS-04057190",46.0163561,-86.5609826,NA,NA
"USGS-04057198",45.9085831,-86.5673672,NA,NA
"USGS-04057200",45.9024721,-86.5776446,NA,NA
"USGS-04057300",46.2896715,-86.7651535,NA,NA
"USGS-04057400",46.1616231,-86.7476504,NA,NA
"USGS-04057410",46.1563463,-86.712095,NA,"12222068"
"USGS-04057490",46.0391293,-86.7523686,NA,NA
"USGS-04057496",46.0152427,-86.6943134,NA,NA
"USGS-04057500",45.9874665,-86.6776461,NA,NA
"USGS-04057510",45.9430235,-86.7056997,NA,NA
"USGS-04057520",45.8952479,-86.7037536,NA,NA
"USGS-040575204",45.8594168,-86.6706973,NA,"12222750"
"USGS-040575205",45.8560836,-86.6723638,NA,"12222750"
"USGS-04057521",45.8408066,-86.6687522,NA,"12222750"
"USGS-040575216",45.7894131,-86.9762484,NA,NA
"USGS-04057522",46.2377292,-86.8582054,NA,"12013436"
"USGS-04057524",46.2135635,-86.8862595,NA,NA
"USGS-04057525",46.1807874,-86.8820922,NA,NA
"USGS-04057527",46.0919033,-86.8482017,NA,NA
"USGS-04057529",46.2174506,-87.0495892,NA,NA
"USGS-04057530",46.1399556,-86.9284789,NA,NA
"USGS-04057540",46.0963469,-86.8965341,NA,NA
"USGS-04057570",46.0002407,-86.8854208,NA,NA
"USGS-04057577",45.9782964,-86.9295863,NA,NA
"USGS-04057580",45.9655192,-86.920975,NA,"120054402"
"USGS-04057600",45.9524641,-86.9245858,NA,NA
"USGS-04057604",45.9530195,-86.9348634,NA,NA
"USGS-04057605",45.9496862,-86.9398633,NA,NA
"USGS-04057610",45.9255202,-86.9459738,NA,NA
"USGS-04057615",46.110232,-87.1476413,NA,NA
"USGS-04057625",46.1007895,-87.0351427,NA,NA
"USGS-04057638",46.0224606,-86.9790309,NA,NA
"USGS-04057647",45.9507967,-86.9723629,NA,NA
"USGS-04057648",45.937464,-86.9654183,NA,NA
"USGS-04057652",45.9780167,-87.0695844,NA,NA
"USGS-04057655",45.9377415,-86.9823625,NA,NA
"USGS-04057657",46.0682889,-87.1881955,NA,NA
"USGS-04057658",45.9180184,-87.0881942,NA,NA
"USGS-04057659",45.9299627,-87.0706946,NA,NA
"USGS-04057660",45.8971864,-87.0370833,NA,NA
"USGS-04057662",45.8913533,-87.037361,NA,NA
"USGS-04057690",46.532435,-87.936801,NA,"12026184"
"USGS-04057700",46.5285462,-87.9187455,NA,"12026184"
"USGS-04057701",46.5268795,-87.9120789,NA,"12026184"
"USGS-04057745",46.5268794,-87.8676345,NA,NA
"USGS-04057750",46.5171576,-87.8751347,NA,NA
"USGS-04057770",46.4968806,-87.9226349,NA,NA
"USGS-04057771",46.5010471,-87.9179127,NA,"12026306"
"USGS-04057800",46.4991027,-87.8865238,NA,NA
"USGS-04057801",46.4932695,-87.8679127,NA,NA
"USGS-04057803",46.4893807,-87.8579127,NA,NA
"USGS-04057806",46.5060467,-87.831246,NA,NA
"USGS-04057808",46.4907695,-87.8523572,NA,NA
"USGS-04057810",46.4846586,-87.8554127,NA,NA
"USGS-040578108",46.4416044,-87.8048572,NA,NA
"USGS-04057811",46.4421599,-87.8006905,NA,"11958866"
"USGS-04057812",46.4421599,-87.8006905,NA,"11958866"
"USGS-04057813",46.4343824,-87.7695795,NA,NA
"USGS-04057814",46.4393822,-87.7979128,NA,NA
"USGS-04057815",46.4357713,-87.8104127,NA,NA
"USGS-04057819",46.420494,-87.7984683,NA,NA
"USGS-04057820",46.4199384,-87.7973572,NA,NA
"USGS-04057850",46.4435489,-87.9354125,NA,NA
"USGS-04057855",46.4666037,-87.8965238,NA,NA
"USGS-04057860",46.4727146,-87.9026349,NA,NA
"USGS-04057870",46.4466044,-87.9312459,NA,NA
"USGS-04057885",46.4257717,-87.9281903,NA,NA
"USGS-04057890",46.4079944,-87.928468,NA,NA
"USGS-04057900",46.4188274,-87.8893015,NA,NA
"USGS-04057950",46.402439,-87.8431904,NA,NA
"USGS-04057980",46.395217,-87.775135,NA,NA
"USGS-04058000",46.3966059,-87.7593017,NA,NA
"USGS-04058002",46.3893839,-87.760135,NA,NA
"USGS-04058010",46.3649402,-87.8354126,NA,NA
"USGS-04058015",46.3577183,-87.8290237,NA,NA
"USGS-04058020",46.3613293,-87.7845794,NA,NA
"USGS-04058021",46.3607737,-87.7818016,NA,NA
"USGS-04058022",46.3663291,-87.7843016,NA,NA
"USGS-04058023",46.3668847,-87.7773572,NA,NA
"USGS-04058024",46.3707734,-87.7709683,NA,NA
"USGS-04058026",46.3821619,-87.7562461,NA,NA
"USGS-04058030",46.3852174,-87.7468017,NA,NA
"USGS-04058031",46.386884,-87.7295797,NA,NA
"USGS-04058032",46.3960504,-87.7054132,NA,NA
"USGS-04058034",46.3882729,-87.6879134,NA,NA
"USGS-04058036",46.3804954,-87.6712468,NA,NA
"USGS-04058038",46.3752179,-87.6540248,NA,NA
"USGS-04058040",46.3704958,-87.6484693,NA,NA
"USGS-04058043",46.3696625,-87.6493026,NA,NA
"USGS-04058044",46.3582741,-87.643747,NA,NA
"USGS-04058047",46.3549408,-87.6448582,NA,NA
"USGS-04058050",46.3604962,-87.6145807,NA,NA
"USGS-04058056",46.3371637,-87.6543025,NA,NA
"USGS-04058057",46.3402192,-87.6345805,NA,NA
"USGS-04058058",46.336886,-87.6226362,NA,NA
"USGS-04058059",46.3366082,-87.6223584,NA,NA
"USGS-04058060",46.3360527,-87.6101363,NA,NA
"USGS-04058061",46.3368861,-87.5995808,NA,NA
"USGS-04058062",46.342997,-87.5962475,NA,NA
"USGS-04058073",46.3038317,-87.6134696,NA,NA
"USGS-04058074",46.307165,-87.6084696,NA,NA
"USGS-04058075",46.3077205,-87.6084696,NA,NA
"USGS-04058076",46.3066095,-87.5926364,NA,NA
"USGS-04058077",46.3010542,-87.579581,NA,NA
"USGS-04058078",46.3041096,-87.5743033,NA,NA
"USGS-04058079",46.3074429,-87.5701366,NA,NA
"USGS-04058080",46.3116094,-87.5506924,NA,NA
"USGS-04058082",46.3152204,-87.5534701,NA,NA
"USGS-04058100",46.3171649,-87.5020817,NA,NA
"USGS-04058110",46.4018835,-87.6554136,NA,"12027834"
"USGS-04058119",46.3838287,-87.6212473,NA,"11958932"
"USGS-04058120",46.372718,-87.6059696,NA,NA
"USGS-04058122",46.371607,-87.5962475,NA,NA
"USGS-04058124",46.3563298,-87.5754144,NA,NA
"USGS-04058126",46.3396639,-87.5495813,NA,NA
"USGS-04058130",46.3341086,-87.5331925,NA,NA
"USGS-04058132",46.3254979,-87.5118038,NA,NA
"USGS-04058140",46.318276,-87.4956929,NA,NA
"USGS-04058161",46.4704921,-87.6581914,NA,NA
"USGS-04058163",46.4677145,-87.6645803,NA,NA
"USGS-04058164",46.4602778,-87.6825,NA,NA
"USGS-04058165",46.4588259,-87.6823579,NA,NA
"USGS-04058167",46.4493818,-87.6812468,NA,NA
"USGS-04058170",46.4341046,-87.6906911,NA,NA
"USGS-04058175",46.4302158,-87.7523573,NA,NA
"USGS-04058180",46.4238272,-87.7356907,NA,NA
"USGS-04058183",46.4177163,-87.6801357,NA,"11958896"
"USGS-04058186",46.4185496,-87.6723579,NA,"11958896"
"USGS-04058190",46.4166052,-87.6468026,NA,NA
"USGS-04058200",46.4110499,-87.6243028,NA,NA
"USGS-04058210",46.4066056,-87.5937475,NA,NA
"USGS-04058220",46.4018836,-87.5456924,NA,NA
"USGS-04058235",46.4438264,-87.5934697,NA,NA
"USGS-04058240",46.4368822,-87.5954142,NA,NA
"USGS-04058244",46.4296603,-87.599303,NA,NA
"USGS-04058250",46.4257715,-87.6029141,NA,NA
"USGS-04058252",46.4291047,-87.5990252,NA,NA
"USGS-04058300",46.4024391,-87.5443035,NA,NA
"USGS-04058305",46.4018836,-87.5451368,NA,NA
"USGS-04058320",46.3891064,-87.527637,NA,NA
"USGS-04058325",46.3774401,-87.5456924,NA,NA
"USGS-04058328",46.3860509,-87.5231926,NA,NA
"USGS-04058335",46.3816067,-87.4937485,NA,NA
"USGS-04058336",46.4813249,-87.5829143,NA,NA
"USGS-04058337",46.4813249,-87.580692,NA,NA
"USGS-04058340",46.4971577,-87.6076363,NA,NA
"USGS-04058341",46.4952133,-87.6037474,NA,NA
"USGS-04058342",46.4935467,-87.5929142,NA,NA
"USGS-04058348",46.4813249,-87.5701366,NA,NA
"USGS-04058350",46.4749362,-87.5459701,NA,NA
"USGS-04058355",46.4593813,-87.5037482,NA,NA
"USGS-04058360",46.4577147,-87.5001372,NA,NA
"USGS-04058365",46.4468818,-87.5026372,NA,NA
"USGS-04058368",46.4404932,-87.5109704,NA,NA
"USGS-04058370",46.4327157,-87.5101371,NA,NA
"USGS-04058371",46.4268826,-87.5126371,NA,NA
"USGS-04058372",46.4210495,-87.5081927,NA,NA
"USGS-04058374",46.4210495,-87.5084705,NA,NA
"USGS-04058375",46.420494,-87.5073594,NA,NA
"USGS-04058380",46.4102166,-87.5084705,NA,NA
"USGS-04058390",46.4010503,-87.5018039,NA,NA
"USGS-04058400",46.3929951,-87.4937485,NA,NA
"USGS-04058402",46.3816067,-87.4926374,NA,NA
"USGS-04058410",46.3788291,-87.4854153,NA,NA
"USGS-04058420",46.3716072,-87.4681935,NA,NA
"USGS-04058430",46.386051,-87.4545826,NA,NA
"USGS-04058440",46.3754959,-87.4559715,NA,NA
"USGS-04058450",46.3660519,-87.4534716,NA,NA
"USGS-04058470",46.3466083,-87.4487494,NA,NA
"USGS-04058480",46.345775,-87.4487494,NA,NA
"USGS-04058482",46.3271647,-87.4429162,NA,NA
"USGS-04058490",46.3171652,-87.4276388,NA,NA
"USGS-04058495",46.3088322,-87.4312498,NA,NA
"USGS-04058500",46.2821667,-87.4354164,NA,NA
"USGS-04058505",46.2780002,-87.4359719,NA,NA
"USGS-04058506",46.2777224,-87.4365275,NA,NA
"USGS-04058520",46.2032811,-87.4323603,NA,NA
"USGS-04058540",46.1957795,-87.7609677,NA,NA
"USGS-04058570",46.1852254,-87.566247,NA,"120055314"
"USGS-04058600",46.1463387,-87.4629145,NA,NA
"USGS-04058700",46.2732786,-87.3484737,NA,NA
"USGS-04058910",46.0866198,-87.3454156,NA,NA
"USGS-04058940",45.9791249,-87.2704151,NA,NA
"USGS-04058948",46.0238457,-87.2348608,NA,NA
"USGS-04058950",45.9746812,-87.2259712,NA,NA
"USGS-04058955",45.9710704,-87.2140269,NA,NA
"USGS-04058978",45.9660698,-87.2748593,NA,NA
"USGS-04058980",45.9535708,-87.2343041,NA,NA
"USGS-04058990",45.9319052,-87.2101374,NA,"12015670"
"USGS-04058995",45.9166279,-87.2209704,NA,NA
"USGS-04059000",45.9085727,-87.2137482,NA,NA
"USGS-04059020",45.8841306,-87.0968046,NA,NA
"USGS-04059030",45.8666312,-87.0940266,NA,NA
"USGS-04059031",45.840521,-87.0943039,NA,NA
"USGS-04059032",45.8138551,-87.1018034,NA,NA
"USGS-04059033",45.808022,-87.1004144,NA,NA
"USGS-04059034",45.8060777,-87.0976366,NA,NA
"USGS-040590345",45.7810788,-87.0676365,NA,NA
"USGS-04059035",45.728302,-87.1118011,NA,NA
"USGS-04059040",45.7460797,-87.0912466,NA,NA
"USGS-04059042",45.7208022,-87.0981897,NA,NA
"USGS-04059043",45.7119134,-87.093467,NA,NA
"USGS-04059100",46.1035605,-87.7865224,NA,NA
"USGS-04059110",46.0863398,-87.6406898,NA,"120055360"
"USGS-04059120",45.97829,-87.4395791,NA,NA
"USGS-04059130",45.9288458,-87.5942984,NA,NA
"USGS-04059135",45.9419022,-87.4529115,NA,NA
"USGS-04059140",45.931348,-87.3568018,NA,NA
"USGS-04059150",45.8646843,-87.3115237,NA,NA
"USGS-04059160",45.8541291,-87.3154123,NA,NA
"USGS-04059170",45.8932922,-87.5123538,NA,NA
"USGS-04059172",45.8863479,-87.5223536,NA,"12015690"
"USGS-04059180",45.8727378,-87.4695763,NA,NA
"USGS-04059190",45.865794,-87.4284658,NA,NA
"USGS-04059200",45.8988484,-87.4284665,NA,NA
"USGS-04059210",45.8691273,-87.4279104,NA,NA
"USGS-04059250",45.8521839,-87.3867997,NA,NA
"USGS-04059400",45.8094079,-87.3692993,NA,NA
"USGS-04059402",45.7830211,-87.2843008,NA,NA
"USGS-04059405",45.7944092,-87.3062449,NA,NA
"USGS-04059500",45.7549674,-87.2020793,NA,NA
"USGS-04059512",45.6677475,-87.1640199,NA,NA
"USGS-04059595",45.6810802,-87.2851305,NA,NA
"USGS-04059597",45.6377487,-87.2645733,NA,NA
"USGS-04059600",45.5783064,-87.2456819,NA,NA
"USGS-04059610",45.5138627,-87.3529003,NA,NA
"USGS-04059620",45.4844199,-87.3126216,NA,NA
"USGS-04059680",45.7832957,-87.528462,NA,"12015738"
"USGS-04059685",45.7382972,-87.5279054,NA,"12015860"
"USGS-04059695",45.7716293,-87.5415171,NA,"12015860"
"USGS-04059700",45.6966319,-87.5237375,NA,NA
"USGS-04059703",45.741909,-87.462629,NA,NA
"USGS-04059704",45.7280206,-87.4592953,NA,NA
"USGS-04059705",45.7246876,-87.4490176,NA,NA
"USGS-04059707",45.704966,-87.4484615,NA,NA
"USGS-04059710",45.7977412,-87.4079093,NA,NA
"USGS-04059715",45.7060776,-87.4106845,NA,NA
"USGS-04059750",45.5238889,-87.395,NA,NA
"USGS-04059754",45.4383096,-87.3601196,NA,NA
"USGS-04059756",45.4349736,-87.5331738,NA,"120055364"
"USGS-04059757",45.3902532,-87.5151169,NA,NA
"USGS-04059758",45.3763648,-87.5170608,NA,NA
"USGS-04059760",45.4283086,-87.4409522,NA,NA
"USGS-04059770",45.2022035,-87.5867764,NA,NA
"USGS-04059771",45.1872042,-87.5770539,NA,NA
"USGS-04059774",45.187204,-87.5967759,NA,NA
"USGS-04059906",45.9877351,-88.6526296,NA,NA
"USGS-04059910",46.0094008,-88.5792985,NA,NA
"USGS-04059960",46.1241206,-88.7237426,NA,NA
"USGS-04059963",46.1257871,-88.7020763,NA,NA
"USGS-04059964",46.1260648,-88.6895765,NA,NA
"USGS-04059966",46.1241203,-88.6726323,NA,NA
"USGS-04059967",46.1163428,-88.6784654,NA,NA
"USGS-040599695",46.132453,-88.5968003,NA,"14442958"
"USGS-04059970",46.1393973,-88.6079113,NA,NA
"USGS-04059973",46.1360641,-88.6304109,NA,NA
"USGS-04059974",46.1074541,-88.6654098,NA,NA
"USGS-04059975",46.1013432,-88.671243,NA,NA
"USGS-04059979",46.0699554,-88.6995752,NA,NA
"USGS-04059980",46.0855104,-88.6867979,NA,NA
"USGS-04059982",46.0938434,-88.6720761,NA,NA
"USGS-04059985",46.0935656,-88.658743,NA,NA
"USGS-04059987",46.0974543,-88.6462433,NA,NA
"USGS-04059990",46.0921766,-88.6359656,NA,NA
"USGS-04060000",46.0813436,-88.640132,NA,NA
"USGS-040600005",46.0721772,-88.6365208,NA,NA
"USGS-04060001",46.0355116,-88.6356868,NA,NA
"USGS-04060100",46.0688439,-88.634854,NA,NA
"USGS-04060395",46.0660662,-88.623743,NA,NA
"USGS-04060400",46.0655106,-88.6234653,NA,NA
"USGS-04060420",46.0993984,-88.6101328,NA,"14443070"
"USGS-04060490",46.0652328,-88.6217987,NA,NA
"USGS-04060500",46.0585664,-88.627354,NA,NA
"USGS-04060510",46.0416224,-88.6217982,NA,NA
"USGS-04060520",46.0110675,-88.582354,NA,NA
"USGS-04060590",46.0577306,-88.3823568,NA,NA
"USGS-04060592",46.0577306,-88.3804124,NA,NA
"USGS-04060593",46.0574528,-88.3787457,NA,NA
"USGS-04060594",46.0574528,-88.378468,NA,NA
"USGS-04060596",46.0568972,-88.3765235,NA,NA
"USGS-04060597",46.0566194,-88.3751346,NA,NA
"USGS-04060600",46.0338425,-88.3876343,NA,NA
"USGS-04060993",45.9607874,-88.3159663,NA,NA
"USGS-04061000",45.9585645,-88.2659667,NA,NA
"USGS-04061018",46.3060597,-88.8090245,NA,NA
"USGS-04061050",46.2257842,-88.8690237,NA,NA
"USGS-04061100",46.229395,-88.700134,NA,NA
"USGS-04061200",46.3863341,-88.5043042,NA,"14443904"
"USGS-04061245",46.3657786,-88.4687484,NA,NA
"USGS-04061250",46.3727232,-88.4909707,NA,NA
"USGS-04061300",46.2174495,-88.4626363,NA,NA
"USGS-04061400",46.1021755,-88.507079,NA,NA
"USGS-04061450",46.1416169,-88.3676356,NA,NA
"USGS-04061470",46.1027294,-88.386524,NA,NA
"USGS-04061500",46.1057841,-88.3348576,NA,NA
"USGS-04061900",46.0207855,-88.2579127,NA,NA
"USGS-04061999",46.0113413,-88.258746,NA,NA
"USGS-04062000",46.0110635,-88.2584682,NA,NA
"USGS-04062003",45.994675,-88.2593013,NA,NA
"USGS-04062005",45.991064,-88.2618011,NA,NA
"USGS-04062007",45.9896763,-88.347356,NA,NA
"USGS-04062010",45.9474532,-88.2179106,NA,NA
"USGS-040620105",45.9480087,-88.2167995,NA,NA
"USGS-04062017",45.9505087,-88.200966,NA,NA
"USGS-04062085",46.609655,-88.022355,NA,NA
"USGS-04062095",46.5921554,-87.9848553,NA,NA
"USGS-04062100",46.581878,-87.9976332,NA,NA
"USGS-04062102",46.5685451,-87.9954113,NA,NA
"USGS-04062190",46.5641008,-88.0056891,NA,NA
"USGS-04062200",46.5568788,-88.0026337,NA,NA
"USGS-04062205",46.5207689,-87.9929122,NA,NA
"USGS-04062210",46.5463248,-88.1865236,NA,NA
"USGS-04062220",46.5338248,-88.1376348,NA,NA
"USGS-04062228",46.5274353,-88.0043009,NA,NA
"USGS-04062230",46.4666043,-88.0745797,NA,NA
"USGS-04062235",46.4596601,-88.091802,NA,NA
"USGS-04062250",46.4607711,-88.0818019,NA,NA
"USGS-04062270",46.443827,-88.0498572,NA,NA
"USGS-04062290",46.4063278,-87.9823568,NA,"6829001"
"USGS-04062300",46.3841063,-87.9801345,NA,NA
"USGS-04062320",46.3746621,-87.9912456,NA,NA
"USGS-04062347",46.3757732,-87.9348568,NA,NA
"USGS-04062348",46.3732733,-87.9356902,NA,NA
"USGS-04062349",46.3649402,-87.9331901,NA,NA
"USGS-04062350",46.3499406,-87.9356901,NA,NA
"USGS-04062360",46.3049419,-87.9770788,NA,NA
"USGS-04062400",46.2466103,-88.0126343,NA,NA
"USGS-04062430",46.3424429,-88.2704145,NA,NA
"USGS-04062450",46.3541087,-88.2320809,NA,NA
"USGS-04062462",46.3021658,-88.2145808,NA,NA
"USGS-04062470",46.2791105,-88.1543025,NA,NA
"USGS-04062480",46.2032811,-88.3181919,NA,NA
"USGS-04062490",46.1593924,-88.2359693,NA,NA
"USGS-04062492",46.1588369,-88.2376359,NA,NA
"USGS-04062497",46.1305042,-88.21708,NA,NA
"USGS-04062500",46.113838,-88.2159687,NA,NA
"USGS-04062600",45.9907859,-88.2104119,NA,NA
"USGS-04062700",45.9555086,-88.1965217,NA,NA
"USGS-04062850",45.9543975,-88.1959661,NA,NA
"USGS-04063490",45.8727322,-88.069851,NA,"6842369"
"USGS-04063500",45.8713433,-88.0701287,NA,NA
"USGS-04063522",45.8657879,-88.074573,NA,NA
"USGS-04063535",45.8368997,-88.049294,NA,"6842499"
"USGS-04064750",45.8094,-88.126794,NA,NA
"USGS-04064752",45.8077334,-88.1242939,NA,NA
"USGS-04065000",45.7855119,-88.0820705,NA,NA
"USGS-04065110",45.7646799,-87.966791,NA,NA
"USGS-04065200",45.7588477,-87.8929022,NA,NA
"USGS-04065300",46.012451,-87.9787434,NA,NA
"USGS-04065302",45.9996743,-87.901799,NA,NA
"USGS-04065310",45.9185665,-87.7931855,NA,NA
"USGS-04065390",46.0274517,-87.8345772,NA,"120055359"
"USGS-04065392",46.0307849,-87.8295773,NA,"120055359"
"USGS-04065393",46.0260628,-87.832355,NA,"120055359"
"USGS-04065395",45.9993983,-87.690133,NA,"120055359"
"USGS-04065397",45.9652326,-87.6981875,NA,NA
"USGS-04065400",45.9657878,-87.7417983,NA,NA
"USGS-04065405",45.9318999,-87.7515194,NA,"12015142"
"USGS-04065410",45.920789,-87.756519,NA,NA
"USGS-04065500",45.9096783,-87.7567964,NA,NA
"USGS-04065545",45.8294032,-87.7276274,NA,NA
"USGS-04065548",45.7885705,-87.7842924,NA,NA
"USGS-04065550",45.9671743,-88.0079089,NA,"120054463"
"USGS-04065560",45.9741185,-88.0029091,NA,NA
"USGS-04065565",45.9752298,-87.9726314,NA,NA
"USGS-04065567",45.960508,-87.9779087,NA,NA
"USGS-04065570",45.9449527,-87.9870748,NA,NA
"USGS-04065573",45.9535635,-88.0015195,NA,NA
"USGS-04065575",45.9630077,-88.0095755,NA,"120054463"
"USGS-04065576",45.9524524,-87.9979084,NA,NA
"USGS-04065580",45.9446749,-87.9898526,NA,NA
"USGS-04065590",45.9418972,-87.9926302,NA,NA
"USGS-04065600",45.9307866,-87.9717966,NA,NA
"USGS-04065620",45.8546776,-87.9609608,NA,NA
"USGS-04065630",45.8271791,-87.8973489,NA,NA
"USGS-04065650",45.7760703,-87.8284585,NA,NA
"USGS-04065690",45.7660721,-87.7087368,NA,NA
"USGS-04065700",45.7474602,-87.8170687,NA,NA
"USGS-04065722",45.7366265,-87.8634571,NA,NA
"USGS-04066021",45.5121896,-87.8017834,NA,NA
"USGS-04066031",45.4777462,-87.8073379,NA,NA
