"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"21MICH_WQX-160022",45.650004,-84.417781,NA,"13054278"
"21MICH_WQX-160023",45.655004,-84.465782,NA,NA
"21MICH_WQX-160024",45.330281,-84.494727,NA,NA
"21MICH_WQX-160047",45.418059,-84.650004,NA,"120053630"
"21MICH_WQX-160048",45.45792,-84.276115,NA,"166764448"
"21MICH_WQX-160049",45.58636,-84.71211,NA,"12501413"
"21MICH_WQX-160050",45.484449,-84.560282,NA,"120053675"
"21MICH_WQX-160053",45.645281,-84.472504,NA,NA
"21MICH_WQX-160054",45.65667,-84.462782,NA,NA
"21MICH_WQX-160055",45.664726,-84.445837,NA,NA
"21MICH_WQX-160056",45.665282,-84.454726,NA,NA
"21MICH_WQX-160057",45.668059,-84.463892,NA,NA
"21MICH_WQX-160058",45.678615,-84.467227,NA,NA
"21MICH_WQX-160059",45.680005,-84.444726,NA,NA
"21MICH_WQX-160060",45.676948,-84.423892,NA,NA
"21MICH_WQX-160066",45.652505,-84.46667,NA,NA
"21MICH_WQX-160069",45.672782,-84.447226,NA,NA
"21MICH_WQX-160070",45.688892,-84.433893,NA,NA
"21MICH_WQX-160072",45.750005,-84.000005,NA,NA
"21MICH_WQX-160073",45.633337,-84.481948,NA,NA
"21MICH_WQX-160074",45.483616,-84.658338,NA,"120053630"
"21MICH_WQX-160075",45.40083,-84.66277,NA,"120053630"
"21MICH_WQX-160076",45.40083,-84.66277,NA,"120053630"
"21MICH_WQX-160077",45.33972,-84.63833,NA,NA
"21MICH_WQX-160078",45.33973,-84.63833,NA,NA
"21MICH_WQX-160089",45.620837,-84.708338,NA,"12501393"
"21MICH_WQX-160090",45.269448,-84.632781,NA,"12502401"
"21MICH_WQX-160091",45.662504,-84.490837,NA,NA
"21MICH_WQX-160092",45.662504,-84.490282,NA,NA
"21MICH_WQX-160093",45.662504,-84.489726,NA,NA
"21MICH_WQX-160094",45.662504,-84.48917,NA,NA
"21MICH_WQX-160095",45.662504,-84.488616,NA,NA
"21MICH_WQX-160096",45.662504,-84.48806,NA,NA
"21MICH_WQX-160097",45.662504,-84.487504,NA,NA
"21MICH_WQX-160098",45.662504,-84.486948,NA,NA
"21MICH_WQX-160099",45.662227,-84.486392,NA,NA
"21MICH_WQX-160100",45.662227,-84.485838,NA,NA
"21MICH_WQX-160101",45.661948,-84.485282,NA,NA
"21MICH_WQX-160102",45.661948,-84.484726,NA,NA
"21MICH_WQX-160103",45.661948,-84.48417,NA,NA
"21MICH_WQX-160104",45.661948,-84.483616,NA,NA
"21MICH_WQX-160105",45.661948,-84.483059,NA,NA
"21MICH_WQX-160106",45.66167,-84.482504,NA,NA
"21MICH_WQX-160107",45.661392,-84.481948,NA,NA
"21MICH_WQX-160108",45.661392,-84.481393,NA,NA
"21MICH_WQX-160109",45.676115,-84.497504,NA,NA
"21MICH_WQX-160110",45.678059,-84.49556,NA,NA
"21MICH_WQX-160111",45.691116,-84.483059,NA,NA
"21MICH_WQX-160112",45.703059,-84.471671,NA,NA
"21MICH_WQX-160113",45.662504,-84.48917,NA,NA
"21MICH_WQX-160114",45.663892,-84.487781,NA,NA
"21MICH_WQX-160115",45.665282,-84.485838,NA,NA
"21MICH_WQX-160116",45.668337,-84.482226,NA,NA
"21MICH_WQX-160117",45.677226,-84.470003,NA,NA
"21MICH_WQX-160118",45.68667,-84.456948,NA,NA
"21MICH_WQX-160119",45.696948,-84.444171,NA,NA
"21MICH_WQX-160120",45.658059,-84.461116,NA,NA
"21MICH_WQX-160121",45.662781,-84.456116,NA,NA
"21MICH_WQX-160122",45.67167,-84.448616,NA,NA
"21MICH_WQX-160123",45.683337,-84.436671,NA,NA
"21MICH_WQX-160124",45.694726,-84.426393,NA,NA
"21MICH_WQX-160125",45.670837,-84.419448,NA,NA
"21MICH_WQX-160126",45.677226,-84.401392,NA,NA
"21MICH_WQX-160127",45.682504,-84.388338,NA,NA
"21MICH_WQX-160128",45.692226,-84.358892,NA,NA
"21MICH_WQX-160129",45.673615,-84.498615,NA,NA
"21MICH_WQX-160130",45.660281,-84.487504,NA,NA
"21MICH_WQX-160131",45.658337,-84.491392,NA,NA
"21MICH_WQX-160132",45.658337,-84.50806,NA,NA
"21MICH_WQX-160133",45.659726,-84.520003,NA,NA
"21MICH_WQX-160134",45.663337,-84.538892,NA,NA
"21MICH_WQX-160135",45.671392,-84.569448,NA,NA
"21MICH_WQX-160136",45.645838,-84.472226,NA,NA
"21MICH_WQX-160137",45.633615,-84.481393,NA,NA
"21MICH_WQX-160138",45.611671,-84.471671,NA,NA
"21MICH_WQX-160139",45.598892,-84.451115,NA,NA
"21MICH_WQX-160140",45.595559,-84.473615,NA,NA
"21MICH_WQX-160141",45.576948,-84.48806,NA,NA
"21MICH_WQX-160159",45.6211,-84.52833,NA,NA
"21MICH_WQX-160160",45.6211,-84.52083,NA,NA
"21MICH_WQX-160161",45.621944,-84.509167,NA,NA
"21MICH_WQX-160162",45.63416,-84.5075,NA,NA
"21MICH_WQX-160163",45.641667,-84.503056,NA,NA
"21MICH_WQX-160164",45.6444,-84.498611,NA,NA
"21MICH_WQX-160165",45.658889,-84.491944,NA,NA
"21MICH_WQX-160166",45.46806,-84.303337,NA,NA
"21MICH_WQX-160167",45.402226,-84.618059,NA,NA
"21MICH_WQX-160168",45.517226,-84.351116,NA,NA
"21MICH_WQX-160169",45.533142,-84.395976,NA,"12497034"
"21MICH_WQX-160172",45.291115,-84.605281,NA,NA
"21MICH_WQX-160173",45.55045,-84.63001,NA,NA
"21MICH_WQX-160174",45.2713,-84.6025,NA,NA
"21MICH_WQX-160175",45.3168,-84.6219,NA,NA
"21MICH_WQX-160176",45.2911,-84.6054,NA,NA
"21MICH_WQX-160177",45.374444,-84.515,NA,NA
"21MICH_WQX-160178",45.2319,-84.5883,NA,NA
"21MICH_WQX-160179",45.5505,-84.6298,NA,NA
"21MICH_WQX-160180",45.5399,-84.6092,NA,NA
"21MICH_WQX-160181",45.4167,-84.5375,NA,NA
"21MICH_WQX-160182",45.369277,-84.250547,NA,NA
"21MICH_WQX-160183",45.37179,-84.62407,NA,"13055240"
"21MICH_WQX-160184",45.26036,-84.62106,NA,NA
"21MICH_WQX-160185",45.3651,-84.57777,NA,NA
"21MICH_WQX-160186",45.39862,-84.59396,NA,"13055228"
"21MICH_WQX-160187",45.22009,-84.58472,NA,NA
"21MICH_WQX-160188",45.27615,-84.49874,NA,NA
"21MICH_WQX-160189",45.33,-84.26879,NA,NA
"21MICH_WQX-160190",45.3577,-84.2828,NA,NA
"21MICH_WQX-160191",45.5687,-84.505,NA,"120053675"
"21MICH_WQX-160192",45.65652,-84.47044,NA,NA
"21MICH_WQX-160193",45.7839,-84.7278,NA,NA
"21MICH_WQX-160194",45.64902,-84.42046,NA,NA
"21MICH_WQX-160195",45.65671,-84.46765,NA,NA
"21MICH_WQX-160196",45.63647,-84.22475,NA,NA
"21MICH_WQX-160197",45.74642,-84.67219,NA,NA
"21MICH_WQX-160198",45.78849,-84.7292,NA,NA
"21MICH_WQX-160199",45.78335,-84.72285,NA,NA
"21MICH_WQX-160200",45.541,-84.41445,NA,"12497034"
"21MICH_WQX-160201",45.6362,-84.23449,NA,NA
"21MICH_WQX-160202",45.6588,-84.49218,NA,NA
"21MICH_WQX-160203",45.66353,-84.5391,NA,NA
"21MICH_WQX-160204",45.59098,-84.49123,NA,NA
"21MICH_WQX-160205",45.38892,-84.72995,NA,NA
"21MICH_WQX-160206",45.55045,-84.03002,NA,NA
"21MICH_WQX-160207",45.40312,-84.5032,NA,NA
"21MICH_WQX-160208",45.44099,-84.55037,NA,NA
"21MICH_WQX-160209",45.40945,-84.53876,NA,NA
"21MICH_WQX-160210",45.27205,-84.45983,NA,NA
"21MICH_WQX-160211",45.22429,-84.42878,NA,"13055288"
"21MICH_WQX-160212",45.51415,-84.32859,NA,NA
"21MICH_WQX-160213",45.38488,-84.3511,NA,NA
"21MICH_WQX-160214",45.23387,-84.33606,NA,NA
"21MICH_WQX-160215",45.22412,-84.33099,NA,"13055312"
"21MICH_WQX-160216",45.26116,-84.27004,NA,NA
"21MICH_WQX-160217",45.51409,-84.32555,NA,NA
"21MICH_WQX-160218",45.35733,-84.25771,NA,NA
"21MICH_WQX-160219",45.32364,-84.56276,NA,NA
"21MICH_WQX-160220",45.37482,-84.58706,NA,NA
"21MICH_WQX-160221",45.37752,-84.55501,NA,NA
"21MICH_WQX-160222",45.38982,-84.58972,NA,NA
"21MICH_WQX-160223",45.30109,-84.61266,NA,NA
"21MICH_WQX-160224",45.38954,-84.6171,NA,NA
"21MICH_WQX-160225",45.53194,-84.58858,NA,"13054316"
"21MICH_WQX-160226",45.22808,-84.69116,NA,"13055318"
"21MICH_WQX-160227",45.66047,-84.54948,NA,NA
"21MICH_WQX-160228",45.64858,-84.49798,NA,NA
"21MICH_WQX-160230",45.2329,-84.5634,NA,"12502433"
"21MICH_WQX-160231",45.4174,-84.2741,NA,NA
"21MICH_WQX-160232",45.78557,-84.72593,NA,NA
"21MICH_WQX-160233",45.7811,-84.7251,NA,NA
"21MICH_WQX-160234",45.7634,-84.70789,NA,NA
"21MICH_WQX-160235",45.7345,-84.63583,NA,NA
"21MICH_WQX-160236",45.71988,-84.60098,NA,NA
"21MICH_WQX-160237",45.70946,-84.56287,NA,NA
"21MICH_WQX-160238",45.68995,-84.53887,NA,NA
"21MICH_WQX-160239",45.68127,-84.51996,NA,NA
"21MICH_WQX-160240",45.67075,-84.49931,NA,NA
"21MICH_WQX-160241",45.66277,-84.48644,NA,NA
"21MICH_WQX-160242",45.66927,-84.42316,NA,"13054278"
"21MICH_WQX-160243",45.66334,-84.39982,NA,NA
"21MICH_WQX-160244",45.65694,-84.37187,NA,NA
"21MICH_WQX-160245",45.65838,-84.30708,NA,NA
"21MICH_WQX-160246",45.63183,-84.21114,NA,NA
"21MICH_WQX-160247",45.65442,-84.44112,NA,NA
"21MICH_WQX-160248",45.23254,-84.55638,NA,"12502433"
"21MICH_WQX-160249",45.506041,-84.559983,NA,"120053675"
"21MICH_WQX-160250",45.534373,-84.483067,NA,"120053675"
"21MICH_WQX-160251",45.615183,-84.683472,NA,"12501389"
"21MICH_WQX-160252",45.458852,-84.64464,NA,"120053630"
"21MICH_WQX-160253",45.478278,-84.698388,NA,"120053630"
"21MICH_WQX-160254",45.48661,-84.456615,NA,"12502121"
"21MICH_WQX-160255",45.56,-84.6365,NA,NA
"21MICH_WQX-160256",45.2716,-84.6021,NA,NA
"21MICH_WQX-160257",45.39025,-84.33642,NA,NA
"21MICH_WQX-160258",45.73823,-84.65209,NA,NA
"21MICH_WQX-160259",45.2716,-84.6021,NA,NA
"21MICH_WQX-160260",45.56,-84.6365,NA,NA
"21MICH_WQX-160261",45.59969,-84.50795,NA,NA
"21MICH_WQX-160262",45.43404,-84.484555,NA,"12502163"
"21MICH_WQX-170001",46.446392,-84.799448,NA,NA
"21MICH_WQX-170002",46.458615,-84.799448,NA,NA
"21MICH_WQX-170003",46.415559,-84.56417,NA,NA
"21MICH_WQX-170004",46.487226,-84.420559,NA,NA
"21MICH_WQX-170005",45.956392,-84.032503,NA,NA
"21MICH_WQX-170006",45.997226,-84.962504,NA,NA
"21MICH_WQX-170007",46.555281,-85.030115,NA,NA
"21MICH_WQX-170008",46.142781,-84.363337,NA,NA
"21MICH_WQX-170009",46.375281,-84.545559,NA,NA
"21MICH_WQX-170010",46.675281,-85.033615,NA,NA
"21MICH_WQX-170034",46.263111,-84.468028,NA,NA
"21MICH_WQX-170035",46.263111,-84.468,NA,NA
"21MICH_WQX-170036",46.27436,-84.4478,NA,NA
"21MICH_WQX-170037",45.61472,-84.703611,NA,NA
"21MICH_WQX-170038",46.27625,-84.467861,NA,NA
"21MICH_WQX-170043",46.411392,-84.57167,NA,NA
"21MICH_WQX-170046",46.406115,-84.499171,NA,NA
"21MICH_WQX-170047",46.397226,-84.532782,NA,NA
"21MICH_WQX-170051",46.268111,-84.503889,NA,"12210488"
"21MICH_WQX-170052",46.422778,-84.353611,NA,NA
"21MICH_WQX-170054",45.951392,-83.91806,NA,NA
"21MICH_WQX-170055",45.955281,-83.930005,NA,NA
"21MICH_WQX-170056",45.951671,-83.923338,NA,NA
"21MICH_WQX-170057",45.947504,-83.920559,NA,NA
"21MICH_WQX-170058",45.941116,-83.916948,NA,NA
"21MICH_WQX-170059",45.943892,-83.937781,NA,NA
"21MICH_WQX-170060",45.952504,-83.950838,NA,NA
"21MICH_WQX-170061",46.755837,-84.961949,NA,NA
"21MICH_WQX-170062",46.744727,-84.967781,NA,NA
"21MICH_WQX-170063",46.751948,-84.957226,NA,NA
"21MICH_WQX-170064",46.764448,-84.950838,NA,NA
"21MICH_WQX-170065",46.753616,-84.946948,NA,NA
"21MICH_WQX-170066",46.747226,-84.947226,NA,NA
"21MICH_WQX-170067",46.743892,-84.951115,NA,NA
"21MICH_WQX-170068",46.774726,-84.953615,NA,NA
"21MICH_WQX-170069",46.772226,-84.946393,NA,NA
"21MICH_WQX-170070",46.777505,-84.949726,NA,NA
"21MICH_WQX-170071",46.778059,-84.956116,NA,NA
"21MICH_WQX-170072",46.785004,-84.955004,NA,NA
"21MICH_WQX-170073",46.783337,-84.943338,NA,NA
"21MICH_WQX-170074",46.775837,-84.928892,NA,NA
"21MICH_WQX-170077",46.000559,-84.000559,NA,"120053607"
"21MICH_WQX-170078",46.177503,-85.043615,NA,"12206940"
"21MICH_WQX-170079",46.181948,-85.01556,NA,"12206952"
"21MICH_WQX-170080",46.182781,-85.022504,NA,"12206952"
"21MICH_WQX-170081",46.268616,-84.503337,NA,"12210488"
"21MICH_WQX-170088",45.938892,-83.918615,NA,NA
"21MICH_WQX-170089",46.558337,-85.031393,NA,NA
"21MICH_WQX-170090",46.583338,-84.944171,NA,NA
"21MICH_WQX-170091",45.980559,-84.104171,NA,NA
"21MICH_WQX-170092",45.988337,-84.10667,NA,NA
"21MICH_WQX-170102",46.61667,-84.86667,NA,NA
"21MICH_WQX-170107",46.472781,-84.642226,NA,"12183201"
"21MICH_WQX-170137",46.711393,-85.06667,NA,"12016800"
"21MICH_WQX-170139",46.473615,-84.460281,NA,NA
"21MICH_WQX-170140",46.131392,-84.014448,NA,"167671404"
"21MICH_WQX-170141",46.55583,-85.03889,NA,NA
"21MICH_WQX-170142",46.459167,-84.03083,NA,NA
"21MICH_WQX-170143",46.454167,-84.183,NA,NA
"21MICH_WQX-170144",46.71116,-85.06486,NA,NA
"21MICH_WQX-170145",46.4769,-84.9995,NA,"120054375"
"21MICH_WQX-170146",46.425312,-84.447704,NA,NA
"21MICH_WQX-170147",46.403897,-84.470435,NA,NA
"21MICH_WQX-170148",46.346033,-84.546677,NA,NA
"21MICH_WQX-170149",46.404181,-84.603418,NA,NA
"21MICH_WQX-170150",46.403733,-84.603219,NA,NA
"21MICH_WQX-170151",46.325388,-84.676615,NA,NA
"21MICH_WQX-170152",46.325148,-84.676997,NA,NA
"21MICH_WQX-170153",46.172296,-84.634302,NA,NA
"21MICH_WQX-170154",46.204508,-84.697506,NA,NA
"21MICH_WQX-170155",46.205462,-84.814022,NA,NA
"21MICH_WQX-170156",46.25139,-84.937027,NA,NA
"21MICH_WQX-170157",46.268433,-84.718104,NA,NA
"21MICH_WQX-170158",46.15788,-84.344796,NA,NA
"21MICH_WQX-170159",46.24488,-84.538258,NA,NA
"21MICH_WQX-170161",46.119077,-84.280357,NA,NA
"21MICH_WQX-170162",46.188419,-84.363854,NA,NA
"21MICH_WQX-170163",46.157908,-84.359655,NA,NA
"21MICH_WQX-170164",46.273165,-84.365155,NA,NA
"21MICH_WQX-170165",46.230207,-84.290428,NA,NA
"21MICH_WQX-170166",45.989692,-84.235348,NA,NA
"21MICH_WQX-170167",45.997029,-84.072502,NA,NA
"21MICH_WQX-170168",45.962034,-84.000902,NA,NA
"21MICH_WQX-170169",46.149419,-84.125513,NA,NA
"21MICH_WQX-170170",46.04133,-83.62319,NA,"12210238"
"21MICH_WQX-170171",46.4801,-84.3222,NA,NA
"21MICH_WQX-170172",46.47923,-84.32252,NA,NA
"21MICH_WQX-170173",46.26052,-84.38129,NA,NA
"21MICH_WQX-170174",46.20781,-84.41557,NA,NA
"21MICH_WQX-170175",46.284783,-84.750423,NA,NA
"21MICH_WQX-170176",46.418864,-84.39153,NA,NA
"21MICH_WQX-170177",46.361074,-84.352207,NA,NA
"21MICH_WQX-170178",46.366494,-84.295063,NA,NA
"21MICH_WQX-170179",46.403897,-84.470436,NA,NA
"21MICH_WQX-170180",46.325148,-84.676998,NA,NA
"21MICH_WQX-170182",45.96722,-84.05944,NA,NA
"21MICH_WQX-170183",46.45027,-84.78166,NA,NA
"21MICH_WQX-170184",46.45666,-84.75833,NA,NA
"21MICH_WQX-170185",46.44833,-84.27501,NA,"167671404"
"21MICH_WQX-170186",46.52333,-84.22805,NA,"167671404"
"21MICH_WQX-170187",46.4875,-84.41833,NA,NA
"21MICH_WQX-170188",46.41638,-84.55833,NA,NA
"21MICH_WQX-170189",45.94056,-83.60722,NA,NA
"21MICH_WQX-170190",45.99889,-83.78555,NA,"12211244"
"21MICH_WQX-170191",46.56306,-85.08312,NA,NA
"21MICH_WQX-170192",46.31694,-85.195,NA,"12220508"
"21MICH_WQX-170193",46.275,-85.10778,NA,NA
"21MICH_WQX-170194",46.67833,-85.18216,NA,NA
"21MICH_WQX-170195",46.368955,-84.330413,NA,NA
"21MICH_WQX-170196",46.352283,-84.451495,NA,NA
"21MICH_WQX-170197",46.3302,-84.36767,NA,NA
"21MICH_WQX-170198",46.3824,-84.3534,NA,NA
"21MICH_WQX-170199",46.49332,-84.37336,NA,NA
"21MICH_WQX-170200",46.22751,-84.27981,NA,NA
"21MICH_WQX-170201",46.1001,-84.2242,NA,NA
"21MICH_WQX-170202",46.17239,-84.35149,NA,NA
"21MICH_WQX-170203",46.20205,-84.38424,NA,NA
"21MICH_WQX-170204",46.19333,-84.3428,NA,NA
"21MICH_WQX-170205",46.21442,-84.28088,NA,NA
"21MICH_WQX-170206",46.12058,-84.32146,NA,NA
"21MICH_WQX-170207",46.15135,-84.34235,NA,NA
"21MICH_WQX-170208",46.02336,-83.7382,NA,NA
"21MICH_WQX-170209",46.03674,-83.66631,NA,NA
"21MICH_WQX-170210",45.92117,-83.57908,NA,NA
"21MICH_WQX-170211",46.24501,-84.2888,NA,NA
"21MICH_WQX-170212",46.32034,-84.22547,NA,NA
"21MICH_WQX-170213",46.46442,-84.37201,NA,NA
"21MICH_WQX-170214",46.46442,-84.37201,NA,NA
"21MICH_WQX-170215",46.49504,-84.3718,NA,NA
"21MICH_WQX-170216",46.37347,-84.57248,NA,NA
"21MICH_WQX-170217",46.41111,-84.5849,NA,NA
"21MICH_WQX-170218",46.37355,-84.55177,NA,NA
"21MICH_WQX-170219",46.31128,-84.8064,NA,NA
"21MICH_WQX-170220",46.46526,-84.86987,NA,NA
"21MICH_WQX-170221",46.46437,-84.89883,NA,NA
"21MICH_WQX-170222",46.47276,-84.97439,NA,"120054375"
"21MICH_WQX-170223",46.43796,-84.81983,NA,NA
"21MICH_WQX-170224",46.44245,-84.8203,NA,NA
"21MICH_WQX-170225",46.32966,-84.82063,NA,NA
"21MICH_WQX-170226",46.47818,-85.0128,NA,"120054375"
"21MICH_WQX-170227",46.19068,-84.61171,NA,NA
"21MICH_WQX-170228",46.23042,-84.60541,NA,NA
"21MICH_WQX-170229",46.39009,-84.47148,NA,NA
"21MICH_WQX-170231",46.28922,-84.5131,NA,NA
"21MICH_WQX-170232",46.68718,-85.06339,NA,NA
"21MICH_WQX-170233",46.35334,-84.969,NA,NA
"21MICH_WQX-170234",46.4043,-85.18756,NA,NA
"21MICH_WQX-170235",46.37151,-85.04877,NA,NA
"21MICH_WQX-170236",46.036111,-83.688611,NA,NA
"21MICH_WQX-170237",46.49504,-84.3718,NA,NA
"21MICH_WQX-170238",46.32034,-84.22547,NA,NA
"21MICH_WQX-170239",46.4362,-84.3807,NA,NA
"21MICH_WQX-170240",46.1795,-85.0519,NA,NA
"21MICH_WQX-170241",45.94863,-84.00063,NA,NA
"21MICH_WQX-170242",46.75981,-85.20245,NA,NA
"21MICH_WQX-170243",46.76373,-85.17417,NA,NA
"21MICH_WQX-170244",46.7611,-85.12247,NA,NA
"21MICH_WQX-170245",46.75889,-85.0888,NA,NA
"21MICH_WQX-170246",46.7581,-85.07182,NA,NA
"21MICH_WQX-170247",46.76225,-85.02935,NA,NA
"21MICH_WQX-170248",46.55389,-85.02775,NA,NA
"21MICH_WQX-170249",46.47825,-84.98972,NA,NA
"21MICH_WQX-170250",46.76946,-84.95153,NA,NA
"21MICH_WQX-170251",46.46572,-84.89297,NA,NA
"21MICH_WQX-170252",46.44517,-84.83435,NA,NA
"21MICH_WQX-170253",46.4537,-84.76882,NA,NA
"21MICH_WQX-170254",46.45855,-84.75269,NA,NA
"21MICH_WQX-170255",46.48178,-84.69394,NA,NA
"21MICH_WQX-170256",46.4847,-84.63319,NA,NA
"21MICH_WQX-170257",46.20046,-84.27399,NA,"12210526"
"21MICH_WQX-170258",46.43571,-84.60385,NA,NA
"21MICH_WQX-170259",46.46763,-84.61481,NA,NA
"21MICH_WQX-170260",46.45381,-84.45583,NA,NA
"21MICH_WQX-170261",46.12553,-84.03899,NA,"12213511"
"21MICH_WQX-170262",46.13442,-84.03109,NA,"167671404"
"21MICH_WQX-170263",46.02871,-83.95468,NA,NA
"21MICH_WQX-170264",46.18146,-84.14852,NA,"167671404"
"21MICH_WQX-170265",46.32113,-84.22139,NA,NA
"21MICH_WQX-170266",45.92857,-83.5396,NA,NA
"21MICH_WQX-170267",46.01444,-83.53421,NA,NA
"21MICH_WQX-170268",46.02334,-83.74085,NA,NA
"21MICH_WQX-170269",46.21825,-84.73359,NA,NA
"21MICH_WQX-170270",46.25142,-85.00996,NA,"12219928"
"21MICH_WQX-170271",46.422995,-85.022784,NA,"12187431"
"21MICH_WQX-170272",45.928511,-83.560921,NA,"12211366"
"21MICH_WQX-170273",46.01427,-84.07394,NA,NA
"21MICH_WQX-170274",46.18595,-84.59794,NA,NA
"21MICH_WQX-170275",46.20569,-84.67719,NA,NA
"21MICH_WQX-170276",46.20242,-84.71823,NA,NA
"21MICH_WQX-170277",46.21162,-84.75974,NA,NA
"21MICH_WQX-170278",46.2039,-84.73883,NA,NA
"21MICH_WQX-170279",46.46373,-85.01132,NA,"120054375"
"21MICH_WQX-170280",46.50296,-85.06609,NA,NA
"21MICH_WQX-170281",46.46976,-85.02918,NA,NA
"21MICH_WQX-170282",46.45514,-84.89362,NA,NA
"21MICH_WQX-170283",46.45956,-84.19263,NA,NA
"21MICH_WQX-170284",46.46431,-84.37142,NA,NA
"21MICH_WQX-170285",46.17239,-84.34424,NA,NA
"21MICH_WQX-170286",46.15828,-84.494,NA,NA
"21MICH_WQX-170287",46.6729,-85.2339,NA,NA
"21MICH_WQX-170288",46.3177,-84.9527,NA,NA
"21MICH_WQX-170289",46.359,-84.6347,NA,NA
"21MICH_WQX-170290",46.359,-84.6347,NA,NA
"21MICH_WQX-170291",46.24582,-84.5384,NA,NA
"21MICH_WQX-170292",46.68717,-85.16703,NA,NA
"21MICH_WQX-170293",46.16285,-84.61124,NA,NA
"21MICH_WQX-170294",46.28849,-84.30875,NA,NA
"21MICH_WQX-170295",46.23219,-84.89632,NA,NA
"21MICH_WQX-170296",46.22655,-84.67704,NA,NA
"21MICH_WQX-170297",46.35505,-84.59329,NA,NA
"21MICH_WQX-170298",46.1821,-84.77375,NA,NA
"21MICH_WQX-170299",46.1223,-84.38419,NA,NA
"21MICH_WQX-170300",46.22903,-84.8741,NA,NA
"21MICH_WQX-170301",46.48065,-84.32161,NA,NA
"21MICH_WQX-170302",46.21599,-84.29985,NA,NA
"21MICH_WQX-170303",46.426741,-84.957647,NA,"12183223"
"21MICH_WQX-170304",46.40546,-84.6002,NA,NA
"21MICH_WQX-180001",43.967227,-84.727782,NA,NA
"21MICH_WQX-180002",43.829726,-84.788892,NA,NA
"21MICH_WQX-180003",44.081948,-85.012505,NA,NA
"21MICH_WQX-180022",43.833,-84.85,NA,NA
"21MICH_WQX-180023",43.8333,-84.85,NA,NA
"21MICH_WQX-180024",44.02,-84.798055,NA,NA
"21MICH_WQX-180025",44.02,-84.798055,NA,NA
"21MICH_WQX-180038",44.030004,-84.800004,NA,"13045343"
"21MICH_WQX-180039",44.020838,-84.79417,NA,"13045343"
"21MICH_WQX-180042",43.822226,-84.748338,NA,NA
"21MICH_WQX-180043",43.829448,-84.748338,NA,NA
"21MICH_WQX-180044",43.827781,-84.729727,NA,NA
"21MICH_WQX-180045",43.827226,-84.706948,NA,NA
"21MICH_WQX-180046",43.829726,-84.686671,NA,NA
"21MICH_WQX-180047",43.845559,-84.654448,NA,NA
"21MICH_WQX-180051",43.899726,-85.077504,NA,"13039426"
"21MICH_WQX-180056",43.955837,-84.938337,NA,"12130876"
"21MICH_WQX-180057",43.945281,-84.924171,NA,"12130876"
"21MICH_WQX-180060",43.845003,-85.027781,NA,"13039454"
"21MICH_WQX-180061",43.848337,-85.019448,NA,"13039454"
"21MICH_WQX-180064",44.060559,-84.744171,NA,"13045299"
"21MICH_WQX-180065",43.875005,-84.805838,NA,NA
"21MICH_WQX-180066",43.9958,-84.9032,NA,"12130830"
"21MICH_WQX-180067",44.091115,-84.763892,NA,"12128840"
"21MICH_WQX-180068",43.848059,-85.005282,NA,"120052441"
"21MICH_WQX-180069",43.954726,-84.998615,NA,"12130880"
"21MICH_WQX-180070",43.83916,-85.07694,NA,"13039470"
"21MICH_WQX-180071",43.82944,-84.74833,NA,NA
"21MICH_WQX-180079",44.025504,-84.783477,NA,"13045349"
"21MICH_WQX-180107",44.073059,-84.755282,NA,"13045287"
"21MICH_WQX-180108",43.963059,-84.950282,NA,"12130872"
"21MICH_WQX-180109",43.919726,-84.96667,NA,"12130922"
"21MICH_WQX-180110",43.8272,-84.7425,NA,NA
"21MICH_WQX-180111",43.814,-84.77583,NA,NA
"21MICH_WQX-180112",43.8283,-84.74639,NA,NA
"21MICH_WQX-180113",43.823,-84.75278,NA,NA
"21MICH_WQX-180114",44.0467,-84.63583,NA,NA
"21MICH_WQX-180115",43.916389,-84.68639,NA,NA
"21MICH_WQX-180116",43.9283,-84.64639,NA,NA
"21MICH_WQX-180117",44.13861,-84.89806,NA,NA
"21MICH_WQX-180118",44.14138,-85.07805,NA,NA
"21MICH_WQX-180119",44.045278,-84.67,NA,NA
"21MICH_WQX-180120",43.87185,-84.6576,NA,NA
"21MICH_WQX-180121",43.87145,-84.65199,NA,NA
"21MICH_WQX-180122",43.87157,-84.64877,NA,NA
"21MICH_WQX-180123",44.111271,-85.028312,NA,NA
"21MICH_WQX-180124",44.141332,-85.078361,NA,NA
"21MICH_WQX-180125",44.063589,-85.007963,NA,NA
"21MICH_WQX-180126",44.154537,-84.859973,NA,NA
"21MICH_WQX-180127",43.981544,-85.027844,NA,NA
"21MICH_WQX-180128",44.117514,-85.015855,NA,NA
"21MICH_WQX-180129",44.11775,-85.01585,NA,NA
"21MICH_WQX-180130",43.99485,-84.90435,NA,"12130830"
"21MICH_WQX-180131",44.03191,-84.64894,NA,NA
"21MICH_WQX-180132",44.04657,-84.63619,NA,NA
"21MICH_WQX-180133",43.85853,-84.630825,NA,NA
"21MICH_WQX-180134",43.843869,-84.128888,NA,NA
"21MICH_WQX-180135",43.953758,-84.63507,NA,NA
"21MICH_WQX-180136",43.87152,-84.655,NA,NA
"21MICH_WQX-180137",43.87,-84.66166,NA,NA
"21MICH_WQX-180138",43.871666,-84.648611,NA,NA
"21MICH_WQX-180139",43.87466,-84.80827,NA,"13046427"
